"BOID (536)","Published","Title (536)","Authors (350)","URL","Bitsy Jam","Notes","A","P"
"47BA8197","25/08/2017","we are in the valley","cavegift","https://cavegift.itch.io/weareinthevalley","","","X",""
"E9AE6BD7","26/08/2017","The last shuttle is taking off. Hurry, you might make it.","lordvark","https://lordvark.itch.io/tlsito-hymmi","","","X",""
"08C7DC67","26/08/2017","Full animation in Bitsy","zetef","https://zetef.itch.io/full-animation-in-bitsy","","proof of concept","X",""
"AB3D592E","26/08/2017","Just a Head","Edited","https://edited.itch.io/just-a-head","","","X",""
"924D038F","26/08/2017","Detective [REDACTED]","Jackson Allen","https://jackson-allen.itch.io/detective-redacted","A Secret (Bitsy Jam)","","X",""
"EDC60DA0","26/08/2017","Porte","Josh Avanier","https://joshavanier.itch.io/porte","A Secret (Bitsy Jam)","","X",""
"3497F063","26/08/2017","b l o o d w o r l d","John Bujalski","https://johnbujalski.itch.io/bloodworld","A Secret (Bitsy Jam)","","X",""
"ADB7C913","26/08/2017","Under the dark bed","Radiosoap","https://radiosoap.itch.io/under-the-dark-bed","A Secret (Bitsy Jam)","","X",""
"B0247602","26/08/2017","THE SECRET OF THE TEMPLE","FalsionMono","https://falsionmono.itch.io/secret-of-the-temple","A Secret (Bitsy Jam)","","X",""
"8F7D4BFA","26/08/2017","The world is here.","Mimic Kairatta","https://mimic-kairatta.itch.io/the-world-is-here","A Secret (Bitsy Jam)","","X",""
"16F6F2A5","26/08/2017","I heard a dog barking","Saranomy","https://saranomy.itch.io/ihadb","A Secret (Bitsy Jam)","","X",""
"E9FA5F7D","27/08/2017","Secret Vitae","Saida Woolf","https://saidawoolf.itch.io/secreta-vitae","A Secret (Bitsy Jam)","","X",""
"2EE5575D","28/08/2017","les neuf chambres","ted","https://t76.itch.io/les-neuf-chambres","A Secret (Bitsy Jam)","","X",""
"9A67B2F5","29/08/2017","Write Your Game's Title Here.","Ash","https://biostre.itch.io/write-your-games-title-here","A Secret (Bitsy Jam)","","X",""
"72F01457","29/08/2017","test_","zetef","https://zetef.itch.io/test-","A Secret (Bitsy Jam)","","X",""
"CC743497","30/08/2017","The Dumb Secret","Shadownat3","https://shadownat3.itch.io/the-dumb-secret","A Secret (Bitsy Jam)","","X",""
"D3E0A6A5","30/08/2017","the gardeners story","thetoolong","https://thetoolong.itch.io/the-gardeners-story","A Secret (Bitsy Jam)","","X",""
"8661472B","30/08/2017","Hidden Fears","ZaqLovesBooks","https://zaqlovesbooks.itch.io/hidden-fears","A Secret (Bitsy Jam)","","X",""
"FF7BCF9C","31/08/2017","A Broken Pirate's Cursed Heart","AshGary","https://ashgary.itch.io/a-broken-pirates-cursed-heart","A Secret (Bitsy Jam)","","X","X"
"44417B86","31/08/2017","Choices","AD1Crazy","https://ad1crazy.itch.io/choices","A Secret (Bitsy Jam)","","X",""
"0DF1B861","31/08/2017","One Leaf After Another","Shadownat3","https://shadownat3.itch.io/one-leaf-after-another","A Secret (Bitsy Jam)","","X",""
"85D7AE4C","31/08/2017","|| I-,`'-' \=I 'I '--I -' |","Sean S. LeBlanc","https://seansleblanc.itch.io/theyve-got-a-secret","A Secret (Bitsy Jam)","","X","X"
"4F168452","01/09/2017","Put my gun down!","Saranomy","https://saranomy.itch.io/pmgd","A Secret (Bitsy Jam)","","X",""
"520EB299","01/09/2017","Secrets","PhantomDreamer","https://phantomdreamer.itch.io/secrets","A Secret (Bitsy Jam)","","X",""
"A0921A74","01/09/2017","Secret Agent Bob","Ali Star 302","https://ali-star-302.itch.io/secret-agent-bob","A Secret (Bitsy Jam)","","X",""
"27DFE783","02/09/2017","You Only watched","Shadownat3","https://shadownat3.itch.io/you-only-watched","A Secret (Bitsy Jam)","","X",""
"53DE241A","02/09/2017","The Underwater Temple of Truth","otterdisaster","https://otterdisaster.itch.io/the-underwater-temple-of-truth","A Secret (Bitsy Jam)","","X",""
"1101639B","03/09/2017","Hidden","amithea","https://amithea.itch.io/hidden","A Secret (Bitsy Jam)","","X",""
"92D589B9","03/09/2017","Is it ok to trust a talkative turtle?","Bastien Barault","https://bastien-barault.itch.io/is-it-okay-to-trust-a-talkative-turtle","A Secret (Bitsy Jam)","","X",""
"E51A9370","03/09/2017","Tusan Homichi Tuvota","supiket","https://supiket.itch.io/tusanhomichi","A Secret (Bitsy Jam)","","X",""
"4408EF3D","03/09/2017","Local Network","Arcadim","https://arcadim.itch.io/local-network","A Secret (Bitsy Jam)","","X",""
"BEC87469","03/09/2017","the box","RikematDev","https://rikemat.itch.io/thebox","A Secret (Bitsy Jam)","","X",""
"513FF4FE","04/09/2017","A Kittypet's Adventure","DatKewlKat","https://datkewlkat.itch.io/a-kittypets-adventure","","","X",""
"0CA8CCC9","04/09/2017","My Secret Life","Lucky Pixel","https://music-monster.itch.io/my-secret-life","A Secret (Bitsy Jam)","","X",""
"8AC740AE","04/09/2017","Secret Light","Kydrang","https://kydrang.itch.io/secret-light","A Secret (Bitsy Jam)","","X",""
"0A36075D","04/09/2017","The Pit","rednax","https://rednax.itch.io/the-pit","A Secret (Bitsy Jam)","","X",""
"1DA792EC","04/09/2017","The Great Song","machinescreen","https://machinescreen.itch.io/the-great-song","A Secret (Bitsy Jam)","","X",""
"2CB392B5","04/09/2017","bildungsroman in miniature","Lily Lapidese","https://taako.itch.io/bildungsroman","A Secret (Bitsy Jam)","","X",""
"21E26B92","04/09/2017","Cat's Out of the Bag!","Claire Morley","https://claire1605.itch.io/cats-out-of-the-bag","A Secret (Bitsy Jam)","","X","X"
"BA04ECD6","05/09/2017","Milk","joannak","https://joannak.itch.io/milk","A Secret (Bitsy Jam)","","X",""
"5C950583","05/09/2017","What's behind the door?","oblatespheroid","https://oblatespheroid.itch.io/door","A Secret (Bitsy Jam)","","X",""
"4047BDE0","05/09/2017","Forbidden Numbers","mikesuszek","https://mikesuszek.itch.io/forbidden-numbers","A Secret (Bitsy Jam)","modded to include code entry interface","X",""
"28AAA6C5","05/09/2017","Grabover Manor","lordvark","https://lordvark.itch.io/grabover-manor","A Secret (Bitsy Jam)","","X",""
"8FABA1DA","05/09/2017","Snoop!","adam80027","https://adam80027.itch.io/snoop","A Secret (Bitsy Jam)","","X",""
"0BD38FFA","05/09/2017","SECRETBOT!","Plum","https://plum.itch.io/secretbot","A Secret (Bitsy Jam)","","X",""
"A2888BEB","05/09/2017","there is a secret tunnel to the center of the earth","SOULSKATER","https://soulskater.itch.io/secrettunnel","A Secret (Bitsy Jam)","","X",""
"CD0609B6","05/09/2017","A Party of High Tension","Edited","https://edited.itch.io/a-party-of-high-tension","A Secret (Bitsy Jam)","","X",""
"245EE1C6","05/09/2017","no secrets","quasiotter","https://quasiotter.itch.io/no-secrets","A Secret (Bitsy Jam)","","X",""
"B2235893","05/09/2017","scription","LJRadio","https://ljradio.itch.io/scripture-","A Secret (Bitsy Jam)","","X",""
"057AB6B4","05/09/2017","A Secret Bitsy Game","hyper structure","https://hyperstructure.itch.io/a-secret-bitsy-jam","A Secret (Bitsy Jam)","","X",""
"A3B29805","05/09/2017","The Secret of the Secret Room","Night Driver","https://night-driver.itch.io/the-secret-of-the-secret-room","A Secret (Bitsy Jam)","","X","X"
"60A5C704","06/09/2017","the marble princess had secrets","triage*","https://triage.itch.io/the-marble-princess-had-secrets","A Secret (Bitsy Jam)","","X",""
"643FC08B","06/09/2017","Daniel's Graduation Party","kwisd","https://kwisd.itch.io/daniels-graduation-party","","","X",""
"70EA1CA6","11/09/2017","Operation: Labrat","wjhollyart","https://wjhollyart.itch.io/operation-labrat","","","X","X"
"5D0D6049","13/09/2017","A Game","Shadownat3","https://shadownat3.itch.io/a-game","","","X",""
"19217AC5","17/09/2017","Cemetery Walk","idlephononautica","https://idlephononautica.itch.io/cemeterywalk","","","X",""
"9C2BFA27","23/09/2017","and i turn, turn, turn","OffworldHometown","https://offworldhometown.itch.io/and-i-turn-turn-turn","","","X",""
"5BF0A60A","28/09/2017","BIrd's Mind","AdventurJourney","https://adventurjourney.itch.io/birds-mind","","","X",""
"4D6A7604","28/09/2017","Stilled on a Train","Seik Sugaloth","https://seiksugaloth.itch.io/stilled-on-a-train","Traintracks (Bitsy Jam)","","X",""
"17F6799B","28/09/2017","A Train Ride to No Where","Jackson Allen","https://jackson-allen.itch.io/train-ride","Traintracks (Bitsy Jam)","","X",""
"CBBFB107","28/09/2017","no destination","Mark Wonnacott","https://candle.itch.io/no-destination","Traintracks (Bitsy Jam)","","X","X"
"147B1F8A","29/09/2017","Fever dream","saucetin","https://saucetin.itch.io/fever-dream-bitsyjam","Traintracks (Bitsy Jam)","","X",""
"8025521D","29/09/2017","Limbo Train","Claire Morley","https://claire1605.itch.io/limbo-train","Traintracks (Bitsy Jam)","","X","X"
"7769825B","30/09/2017","R e d EYE","Cian Rice","https://thecianrice.itch.io/r-e-d-eye","Traintracks (Bitsy Jam)","","X",""
"BA102197","30/09/2017","Little Locomotive","8BitLlama","https://8bitllama.itch.io/little-locomotive","Traintracks (Bitsy Jam)","","X",""
"40D242A5","01/10/2017","Tracks","GunShotGaming 2","https://gunshotgaming2.itch.io/tracks","Traintracks (Bitsy Jam)","","X",""
"A1B12872","01/10/2017","Just five minutes","Bastien Barault","https://bastien-barault.itch.io/just-five-minutes","Traintracks (Bitsy Jam)","","X",""
"0053B32F","01/10/2017","TUNNEL","jctwood","https://jctwood.itch.io/tunnel","Traintracks (Bitsy Jam)","left side","X","X"
"640B5E37","01/10/2017","TUNNEL","jctwood","https://jctwood.itch.io/tunnel","Traintracks (Bitsy Jam)","right side","X","X"
"F8D7930C","01/10/2017","waking up while the sun sets","triage*","https://triage.itch.io/waking-up-while-the-sun-sets","Traintracks (Bitsy Jam)","music","X",""
"EA319FD2","01/10/2017","elsewhere","prep","https://prep.itch.io/elsewhere","Traintracks (Bitsy Jam)","","X",""
"111183BD","02/10/2017","running late","Sean S. LeBlanc","https://seansleblanc.itch.io/running-late","Traintracks (Bitsy Jam)","modded tween on title box...","X","X"
"1061ADED","02/10/2017","On the Way","AdventurJourney","https://adventurjourney.itch.io/on-the-way","Traintracks (Bitsy Jam)","","X",""
"A6E82C67","02/10/2017","Got to catch that Train!","Centuria game dev","https://centuria-game-dev.itch.io/got-to-catch-that-train","Traintracks (Bitsy Jam)","","X",""
"FCD95029","02/10/2017","Tome full of stars","Adam Dixon","https://adtidi.itch.io/tome-full-of-stars","","","X",""
"48F5E0C8","02/10/2017","Little Garden","Fran Segura","https://fsegura.itch.io/little-garden","","","X",""
"03B699D5","03/10/2017","You Die Here","Jake Tucker","https://jaketucker.itch.io/you-die-here","","","X",""
"4C5AFBAC","04/10/2017","METRODUNGEON","TENCOW","https://tencow.itch.io/metrodungeon","","","X",""
"9DAD710D","05/10/2017","Train","idlephononautica","https://idlephononautica.itch.io/train","","","X",""
"E900BE2C","06/10/2017","Amerivana","Tom Ciccone","https://tomciccone.itch.io/amerivana","","","X",""
"F9B6E61F","08/10/2017","Tutorial","Claire Morley","https://claire1605.itch.io/tutorial","","","X","X"
"2D678F83","09/10/2017","Don't make a hash of it","Peter Morley","https://claire1605.itch.io/dont-make-a-hash-of-it","","","X","X"
"C098B12B","10/10/2017","Welcome to Cat World","Shadownat3","https://shadownat3.itch.io/welcome-to-cat-world-","","","X",""
"EDB03D05","13/10/2017","Obstinate Obstacles","Peter Morley","https://claire1605.itch.io/obstinate-obstacles","","","X","X"
"09B71F13","14/10/2017","A Boneless Halloween?","Yukon W.","https://yukonw.itch.io/a-boneless-halloween","","","X",""
"6A6620B2","17/10/2017","Learning the Code","StoriesWithoutBordersJam","https://storieswithoutbordersjam.itch.io/learning-the-code","","","X",""
"8F03EC17","17/10/2017","Pauper's Bride (And Gun)","neven","https://neven.itch.io/paupers-bride-and-gun","","","X",""
"138A5257","17/10/2017","Pμcman","wjhollyart","https://wjhollyart.itch.io/pmucman","","","X","X"
"DA00D39D","18/10/2017","The Apprentice","plasticrabbit","https://plasticrabbit.itch.io/apprentice","","","X",""
"D1BE479B","18/10/2017","King's lost crown","VexPol","https://vexpol.itch.io/kings-lost-crown","","","X",""
"05F4D802","20/10/2017","You are an obficilator.","Moshi","https://moshi.itch.io/obficilator","","","X",""
"946E85B3","21/10/2017","game","Radiosoap","https://radiosoap.itch.io/game","","","X",""
"A7DF882E","23/10/2017","The Exile on the Long Shore","scarletCatalie","https://scarletcatalie.itch.io/the-exile","","","X",""
"5EC447A8","23/10/2017","Lama Hide and Seek","lajiao","https://lajiao.itch.io/lama-hide-and-seek","","","X",""
"D3A5C1D7","23/10/2017","Aisling Faoi Thoinn","Breogán Hackett","https://boaheck.itch.io/aft","Castles & Ruins (Bitsy Jam)","music","X",""
"A82F4321","24/10/2017","Through the waves to the never.","MetalChouchen","https://metalchouchen.itch.io/through-the-waves-to-the-never","","","X",""
"33A7BC37","25/10/2017","The Sand Bully","Permafried Games","https://permafriedgames.itch.io/the-sand-bully","Castles & Ruins (Bitsy Jam)","","X",""
"FEC6E602","25/10/2017","The Witchfinder","wolfcartel","https://wolfcartel.itch.io/the-witchfinder","Castles & Ruins (Bitsy Jam)","","X",""
"E4A85876","25/10/2017","Junk Shop Telescope","cephalopodunk","https://cephalopodunk.itch.io/junk-shop-telescope","Castles & Ruins (Bitsy Jam)","","X",""
"73D4BBDE","25/10/2017","the last days of our castle","Mark Wonnacott","https://candle.itch.io/castle","Castles & Ruins (Bitsy Jam)","music","X","X"
"AFE9FE51","25/10/2017","The Something of Quiboloy","cooljpeg","https://cooljpeg.itch.io/the-something-of-quiboloy","","","X",""
"5BCFD3B5","26/10/2017","Alabaster","Pierrec","https://pierrec.itch.io/alabaster","","","X",""
"40E58B03","26/10/2017","monolith","Radiosoap","https://radiosoap.itch.io/monolith","Castles & Ruins (Bitsy Jam)","","X",""
"5D2B55A9","26/10/2017","Tiny Castle Emporium","Jackson Allen","https://jackson-allen.itch.io/tiny-castle","Castles & Ruins (Bitsy Jam)","","X",""
"C7441141","27/10/2017","Please don't enter this castle.","Wood Giant Studio","https://woodgiantstudio.itch.io/please-dont","Castles & Ruins (Bitsy Jam)","","X",""
"1AD8A3BC","28/10/2017","The Hangan Temple","paulthegrub","https://paulthegrub.itch.io/the-hangan-temple","Castles & Ruins (Bitsy Jam)","","X",""
"D10C74D1","28/10/2017","Castle Escape","shiny objects studio","https://shiny-objects-studio.itch.io/castle-escape","Castles & Ruins (Bitsy Jam)","music","X",""
"0A7FAC59","28/10/2017","chickory adventures","Savage//Noble","https://savagenoble.itch.io/chickory-adventures","","","X",""
"08821F86","29/10/2017","The Naga Vault","JSant","https://jsant.itch.io/the-naga-vault","Castles & Ruins (Bitsy Jam)","","X",""
"3176561B","29/10/2017","Glisten","Ebriosus Beati","https://ebriosus.itch.io/glisten","Castles & Ruins (Bitsy Jam)","","X",""
"6542595A","29/10/2017","Old Glory","AgentAPM","https://agentapm.itch.io/old-glory","Castles & Ruins (Bitsy Jam)","","X",""
"B0AA21CC","29/10/2017","Ghost","Tyu","https://tyu.itch.io/ghost","","","X",""
"8D020129","30/10/2017","A videogame life in ruins","fizzhog","https://fizzhog.itch.io/a-videogame-life-in-ruins","Castles & Ruins (Bitsy Jam)","","X",""
"B53D6E92","30/10/2017","i married the Earl of Egremont","fizzhog","https://fizzhog.itch.io/i-married-the-earl-of-egremont","Castles & Ruins (Bitsy Jam)","","X",""
"DE25B125","30/10/2017","The Secret of the Scarlet Eye","8BitLlama","https://8bitllama.itch.io/the-secret-of-the-scarlet-eye","Castles & Ruins (Bitsy Jam)","","X",""
"B3CBFE3E","30/10/2017","Mr. Space Pancake","gringogidget","https://gringogidget.itch.io/mr-space-pancake","Castles & Ruins (Bitsy Jam)","","X",""
"798A8E06","30/10/2017",":someone else:","JcupDavis","https://jcupdavis.itch.io/someone-else","Castles & Ruins (Bitsy Jam)","","X",""
"CD609E8E","30/10/2017","Epistles & Ruins","quasiotter","https://quasiotter.itch.io/epistles-ruins","Castles & Ruins (Bitsy Jam)","","X",""
"A9764623","30/10/2017","Sunshine and Sangria","OhLookCake","https://ohlookcake.itch.io/sunshine-and-sangria","","","X",""
"09602128","31/10/2017","Spooky Crew","Morakimo","https://morakimo.itch.io/spooky-crew","Castles & Ruins (Bitsy Jam)","","X",""
"0E090571","31/10/2017","Sleepwalker","Mr. Yellow","https://mryellow.itch.io/sleepwalker","Castles & Ruins (Bitsy Jam)","","X",""
"3D4BFC11","31/10/2017","Everything Must Fall","halkon","https://halkon.itch.io/everything-must-fall","Castles & Ruins (Bitsy Jam)","","X",""
"DBF460CF","31/10/2017","The Safest Place","excuseforjuice","https://excuseforjuice.itch.io/siege","Castles & Ruins (Bitsy Jam)","","X",""
"3C814196","31/10/2017","A Quest for Candy","its5AM","https://heyits5am.itch.io/a-quest-for-candy","Castles & Ruins (Bitsy Jam)","","X",""
"54E67FA8","31/10/2017","A Hefty Reward","SunsetDynamite","https://sunsetdynamite.itch.io/a-hefty-reward","Castles & Ruins (Bitsy Jam)","","X",""
"553ECB46","31/10/2017","Optional Boss","scarletCatalie","https://scarletcatalie.itch.io/optional-boss","Castles & Ruins (Bitsy Jam)","","X",""
"12490381","31/10/2017","Picnic at Castle Island","Breogán Hackett","https://boaheck.itch.io/castle-island","Castles & Ruins (Bitsy Jam)","music","X",""
"6F87BF57","31/10/2017","Салют-6","Zeego","https://zeego.itch.io/salyut-6","","","X",""
"26E774FB","01/11/2017","A Baronet and A Ghost","DrowniAce","https://drowniace.itch.io/a-baronet-and-a-ghost","Castles & Ruins (Bitsy Jam)","","X",""
"F425D6EE","01/11/2017","Party at night","suger","https://suger.itch.io/some-night","Castles & Ruins (Bitsy Jam)","","X",""
"EB09383E","01/11/2017","castles","Sean S. LeBlanc","https://seansleblanc.itch.io/castles","Castles & Ruins (Bitsy Jam)","","X","X"
"3861024D","01/11/2017","Xanadu","riffsircar","https://riffsircar.itch.io/xanadu","Castles & Ruins (Bitsy Jam)","","X",""
"24C74F49","01/11/2017","Unfinished Novels","Scared Square Games","https://scared-square-games.itch.io/unfinished-novels","Castles & Ruins (Bitsy Jam)","music","X",""
"AC38580F","01/11/2017","How does a crab become a hermit crab?","lunarDust","https://lunardust.itch.io/how","Castles & Ruins (Bitsy Jam)","","X",""
"5C266B6B","02/11/2017","rainy day","JcupDavis","https://jcupdavis.itch.io/rainy-day","","","X",""
"BF426B4D","03/11/2017","Sticks and Stones","ergi","https://ergi.itch.io/sticksstones","","","X",""
"7C0211E8","04/11/2017","Realisations","Becklespinax","https://becklespinax.itch.io/realisations","","","X",""
"0A197059","05/11/2017","Basement","Anders Christian Larsson","https://a-c-l.itch.io/basement","","","X",""
"5E5DDACD","06/11/2017","space wolf tango","videodante","https://videodante.itch.io/space-wolf-tango","","","X",""
"1999D575","06/11/2017","Beach Dog","dom2d","https://dom2d.itch.io/beach-dog","","","X",""
"C87E0B9F","06/11/2017","A little birdy","Becklespinax","https://becklespinax.itch.io/a-little-birdy","","","X",""
"74802FE3","06/11/2017","Thank You For Everything","wjhollyart","https://wjhollyart.itch.io/thank-you-for-everything","","CONTENT WARNING","X","X"
"69791073","07/11/2017","Still alone","No Time To Play","https://notimetoplay.itch.io/still-alone","","","X",""
"755DA50E","08/11/2017","You Arrive At A Party","Brandon Thread","https://brandonmakesthings.itch.io/you-arrive-at-a-party","","","X",""
"29079BED","09/11/2017","Wise Old Tree","Pilchard","https://pilchard.itch.io/wise-old-tree","","","X",""
"18A82FC7","09/11/2017","Current Mood","Quantum Sheep","https://quantumsheep.itch.io/current-mood","","","X",""
"04716E2A","10/11/2017","A Walk in a Field","Brandon Thread","https://brandonmakesthings.itch.io/a-walk-in-a-field","","","X",""
"4B1E6A14","11/11/2017","The Creature Lives!","Cian Rice","https://thecianrice.itch.io/the-creature-lives","","","X",""
"6CA701B1","13/11/2017","You died...","Izln","https://izln.itch.io/you-died","","","X",""
"A8D107B2","16/11/2017","King Butt Eater","IndieGage","https://indiegage.itch.io/king-butt-eater","","","X",""
"DE0CBAF5","17/11/2017","Somewhere In The Forest","ghhghgghghghgh","https://ghhghgghghghgh.itch.io/somewhere-in-the-forest","","","X",""
"3CC8CCAD","19/11/2017","Where is my cat","Jonas Hansen","http://pixelsix.net/tmp/bitsy/MyCat.html","","(and son)","X",""
"777C0F6E","19/11/2017","Hallo juri","Jonas Hansen","http://pixelsix.net/tmp/bitsy/JurisSpiel.html","","(and son)","X",""
"74685D79","19/11/2017","Shrine for the god of lost things","Adam Le Doux","https://ledoux.itch.io/lost-things","","","X",""
"6A3083F8","19/11/2017","Super Mario Clouds","Mark Wonnacott","https://candle.itch.io/clouds","","","X","X"
"30A92632","19/11/2017","sojourn","Claire Morley, Ashley Gwinnel","https://claire1605.itch.io/sojourn","","music (rety later...)","X",""
"0FABC625","20/11/2017","Jacques","ruin","https://ruin.itch.io/jacques","","music","X",""
"CEE09B32","20/11/2017","Contained Mind","DGTILL","https://dgtill.itch.io/containedmind","","","X",""
"ECD56A4F","20/11/2017","Leaky Tap","Brandon Thread","https://brandonmakesthings.itch.io/leaky-tap","","","X",""
"D373F018","20/11/2017","Bric-a-Brac Shop","wjhollyart","https://wjhollyart.itch.io/bric-a-brac-shop","Bric-A-Brac (Bitsy Jam)","music","X","X"
"F79D5368","21/11/2017","the fox and the moon","Hazel-Rah","https://hazel-rah.itch.io/the-fox-and-the-moon","","music","X",""
"78A27FA0","21/11/2017","Island adventure","VexPol","https://vexpol.itch.io/island-adventure","","","X",""
"8FD1BE60","21/11/2017","I am here","MrTedders","https://mrtedders.itch.io/i-am-here","","","X",""
"C03BEFC8","24/11/2017","Bric-a-Brac Shop","VexPol","https://vexpol.itch.io/bric-a-brac-museum","Bric-A-Brac (Bitsy Jam)","","X",""
"1DF4D7DC","25/11/2017","bearfriend","Redye","https://redye.itch.io/bf","","","X",""
"20F07BE9","25/11/2017","The Bazaar","mogibear","https://mogibear.itch.io/the-bazaar","Bric-A-Brac (Bitsy Jam)","","X",""
"D84CBFFF","26/11/2017","The Great Divide","phoebe flowerditch","https://flowerditch.itch.io/the-great-divide","","","X",""
"55EB6535","26/11/2017","minimalist","ruin","https://ruin.itch.io/minimalist","Bric-A-Brac (Bitsy Jam)","","X",""
"9724BF5E","26/11/2017","Audio test","VexPol","https://vexpol.itch.io/audio-test","","music ""Testing out audio on a bitsy game.""","X",""
"DB290C99","27/11/2017","It's Time to Make a Game...","Riz'nt","https://riznt.itch.io/its-time-to-make-a-game","Bric-A-Brac (Bitsy Jam)","","X",""
"AEADD21B","27/11/2017","101 Years","Crip","https://eclectia.itch.io/101-years","Bric-A-Brac (Bitsy Jam)","","X",""
"89711E3E","27/11/2017","Realm of the Dread Sorceress","cephalopodunk","https://cephalopodunk.itch.io/rotds","Bric-A-Brac (Bitsy Jam)","","X",""
"83B788F8","28/11/2017","La Katulo","Sophie Houlden","https://sophieh.itch.io/la-katulo","","","X",""
"607F6B6B","28/11/2017","A Landfill","Saranomy","https://saranomy.itch.io/a-landfill","Bric-A-Brac (Bitsy Jam)","","X",""
"BC8687CD","28/11/2017","Cold Neon Dreams","Dan Cox","https://videlais.itch.io/cold-neon-dreams","Bric-A-Brac (Bitsy Jam)","","X",""
"196C5CFE","28/11/2017","a day on the town","Sean S. LeBlanc","https://seansleblanc.itch.io/a-day-on-the-town","Bric-A-Brac (Bitsy Jam)","","X",""
"679E2458","28/11/2017","Hove","Kai20","https://kai20.itch.io/hove","Bric-A-Brac (Bitsy Jam)","","X",""
"31102002","28/11/2017","little helper","puprika","https://puprika.itch.io/little-helper","Bric-A-Brac (Bitsy Jam)","","X",""
"FBA6E8A4","28/11/2017","a captain's lonely 60 days","leonie","https://yellow-attic.itch.io/a-captains-lonely-60-days","Bric-A-Brac (Bitsy Jam)","","X",""
"B829EF86","28/11/2017","The Humility Feast","Taras Tymoshenko","https://desktop-metaphor.itch.io/the-humility-feast","Bric-A-Brac (Bitsy Jam)","","X",""
"75F3FE47","28/11/2017","It's just a crumpled piece of paper.","Riz'nt","https://riznt.itch.io/its-just-a-crumpled-piece-of-paper","Bric-A-Brac (Bitsy Jam)","","X",""
"FFC7218C","28/11/2017","In Between","Oscar","https://oscarj.itch.io/in-between","","music","X",""
"24C5C5FA","28/11/2017","NIGHTMARE ROOM","AQUANAUTS HOLIDAY","https://aquanauts-holiday.itch.io/nightmare-room","","","X",""
"B1FBD955","29/11/2017","...and so I go to where the snow goes.","OfficiousBrick","https://officiousbrick.itch.io/and-so-i-go-to-where-the-snow-goes","","","X",""
"67881DA4","29/11/2017","Mini Museum","Maxime Monast","https://theghostbear.itch.io/mini-museum","Bric-A-Brac (Bitsy Jam)","","X",""
"BBB98596","30/11/2017","bric//brac - things they lost","Cian Rice","https://thecianrice.itch.io/bricbrac-things-they-lost","Bric-A-Brac (Bitsy Jam)","","X",""
"362F1E1D","02/12/2017","Time to dig out that ugly Christmas jumper","Jono Sandliands","https://jonosandilands.itch.io/ugly-christmas-jumper","Bric-A-Brac (Bitsy Jam)","","X","X"
"AAAD8B26","02/12/2017","Solve My Puzzle","Tinybeegames","https://tinybeegames.itch.io/solve-my-puzzle","Bric-A-Brac (Bitsy Jam)","","X",""
"E9BD4E46","02/12/2017","Sea drift at the edge of the forest","Jess Driscoll","https://jessdriscoll.itch.io/edge-of-the-forest","Bric-A-Brac (Bitsy Jam)","","X",""
"7BD4C1E0","02/12/2017","the ipa vowel chart game","ariel j moody","https://arieljmoody.itch.io/vowel-chart","","","X","X"
"272A9284","03/12/2017","ERROR : FILE NOT FOUND","twowoods","https://twowoods.itch.io/error","Bric-A-Brac (Bitsy Jam)","","X",""
"E316AA81","03/12/2017","The Spirit of Things","leafykayo","https://leafykayo.itch.io/the-spirit-of-things","Bric-A-Brac (Bitsy Jam)","","X",""
"13935F38","03/12/2017","A Ghost in the Thrift Store","Awesomonster","https://awesomonster.itch.io/a-ghost-in-the-thrift-store","Bric-A-Brac (Bitsy Jam)","","X",""
"8C057B81","03/12/2017","on miniaturization","Coleo_Kin","https://coleo_kin.itch.io/on-miniaturization","Bric-A-Brac (Bitsy Jam)","music","X",""
"010BEB39","03/12/2017","flotsam","Mark Wonnacott","https://candle.itch.io/flotsam","Bric-A-Brac (Bitsy Jam)","","X","X"
"D60E6D7F","03/12/2017","Or Else","rabbitboots","https://rabbitboots.itch.io/or-else","","","X",""
"76EB6E4A","03/12/2017","I'll get to this chest!","Vincent Vially","https://vincent-vially.itch.io/chest","","music","X",""
"DD37E930","03/12/2017","NOMIRACLE","Lorenzo Pilia","https://lorenzo.itch.io/nomiracle","","","X",""
"031FAA8A","04/12/2017","Leblanc","Bastien Barault","https://bastien-barault.itch.io/leblanc","Bric-A-Brac (Bitsy Jam)","","X",""
"E2417E83","04/12/2017","Underwater Treasure","Lucky Pixel","https://music-monster.itch.io/underwater-treasure-bitsy-jam","Bric-A-Brac (Bitsy Jam)","","X",""
"5459452D","04/12/2017",".clc","Orikingium Studios","https://orikingium-studios.itch.io/clc","Bric-A-Brac (Bitsy Jam)","","X",""
"23D3C1FE","04/12/2017","little treasures","meowchelle","https://meowchelle.itch.io/little-treasures","Bric-A-Brac (Bitsy Jam)","music","X",""
"2AE5B41F","04/12/2017","cleaning house","npckc","https://npckc.itch.io/cleaning-house","Bric-A-Brac (Bitsy Jam)","","X",""
"24AC79FF","04/12/2017","Memories In The Snow","Brandon Thread","https://brandonmakesthings.itch.io/memories-in-the-snow","","music","X",""
"3013C4CA","04/12/2017","Home decoration.","ruthvik","https://ruthvik.itch.io/home-decoration","","","X",""
"0295BEE2","04/12/2017","A Birthday Present","lajiao","https://lajiao.itch.io/a-birthday-present","","","X",""
"764BFE8E","04/12/2017","Inventory","Jess Driscoll","https://jessdriscoll.itch.io/inventory","","","X",""
